"zcta5","cbsa","cbsaname","zipname","pop10","afact"
"ZIP Census Tabulation Area","cbsa","CBSA Name","zipname","Total Pop, 2010 census","zcta5 to cbsa alloc factor"
"32456","37460","Panama City, FL","Port St. Joe, FL",6966,1 
"32459","18880","Crestview-Fort Walton Beach-Destin, FL","Santa Rosa Beach, FL",11457,1 
"32460"," "," ","Sneads, FL",5856,1 
"32461","18880","Crestview-Fort Walton Beach-Destin, FL","Rosemary Beach, FL",13,1 
"32462"," "," ","Vernon, FL",3191,0.935 
"32462","18880","Crestview-Fort Walton Beach-Destin, FL","Vernon, FL",180,0.053 
"32462","37460","Panama City, FL","Vernon, FL",41,0.012 
"32463"," "," ","Wausau, FL",114,1 
"32464"," "," ","Westville, FL",3430,0.859 
"32464","18880","Crestview-Fort Walton Beach-Destin, FL","Westville, FL",564,0.141 
"32465","37460","Panama City, FL","Wewahitchka, FL",9232,1 
"32466"," "," ","Youngstown, FL",182,0.032 
"32466","37460","Panama City, FL","Youngstown, FL",5459,0.968 
"32501","37860","Pensacola-Ferry Pass-Brent, FL","Pensacola, FL",11730,1 
"32502","37860","Pensacola-Ferry Pass-Brent, FL","Pensacola, FL",3298,1 
"32503","37860","Pensacola-Ferry Pass-Brent, FL","Pensacola, FL",32011,1 
"32504","37860","Pensacola-Ferry Pass-Brent, FL","Pensacola, FL",21441,1 
"32505","37860","Pensacola-Ferry Pass-Brent, FL","West Pensacola, FL",28213,1 
"32506","37860","Pensacola-Ferry Pass-Brent, FL","Myrtle Grove, FL",33846,1 
"32507","37860","Pensacola-Ferry Pass-Brent, FL","Warrington, FL",28996,1 
"32508","37860","Pensacola-Ferry Pass-Brent, FL","Pensacola, FL",5852,1 
"32509","37860","Pensacola-Ferry Pass-Brent, FL","Pensacola, FL",660,1 
"32511","37860","Pensacola-Ferry Pass-Brent, FL","Myrtle Grove, FL",1145,1 
"32514","37860","Pensacola-Ferry Pass-Brent, FL","Ferry Pass, FL",37399,1 
"32526","37860","Pensacola-Ferry Pass-Brent, FL","Bellview, FL",36297,1 
"32530","37860","Pensacola-Ferry Pass-Brent, FL","Bagdad, FL",38,1 
"32531","18880","Crestview-Fort Walton Beach-Destin, FL","Baker, FL",5256,0.992 
"32531","37860","Pensacola-Ferry Pass-Brent, FL","Baker, FL",40,0.008 
"32533","37860","Pensacola-Ferry Pass-Brent, FL","Cantonment, FL",26493,1 
"32534","37860","Pensacola-Ferry Pass-Brent, FL","Ensley, FL",14029,1 
"32535","37860","Pensacola-Ferry Pass-Brent, FL","Century, FL",6326,1 
"32536","18880","Crestview-Fort Walton Beach-Destin, FL","Crestview, FL",19709,1 
"32539","18880","Crestview-Fort Walton Beach-Destin, FL","Crestview, FL",25079,1 
"32541","18880","Crestview-Fort Walton Beach-Destin, FL","Destin, FL",15565,1 
"32542","18880","Crestview-Fort Walton Beach-Destin, FL","Eglin AFB, FL",3457,1 
"32544","18880","Crestview-Fort Walton Beach-Destin, FL","Hurlburt Field, FL",1818,1 
"32547","18880","Crestview-Fort Walton Beach-Destin, FL","Wright, FL",32485,1 
"32548","18880","Crestview-Fort Walton Beach-Destin, FL","Fort Walton Beach, FL",19343,1 
"32550","18880","Crestview-Fort Walton Beach-Destin, FL","Miramar Beach, FL",5867,1 
"32561","37860","Pensacola-Ferry Pass-Brent, FL","Gulf Breeze, FL",7899,1 
"32563","37860","Pensacola-Ferry Pass-Brent, FL","Midway, FL",22406,1 
"32564","18880","Crestview-Fort Walton Beach-Destin, FL","Holt, FL",2432,0.844 
"32564","37860","Pensacola-Ferry Pass-Brent, FL","Holt, FL",449,0.156 
"32565","37860","Pensacola-Ferry Pass-Brent, FL","Jay, FL",5719,1 
"32566","37860","Pensacola-Ferry Pass-Brent, FL","Navarre, FL",33671,1 
"32567","18880","Crestview-Fort Walton Beach-Destin, FL","Laurel Hill, FL",3510,1 
"32568","37860","Pensacola-Ferry Pass-Brent, FL","Mc David, FL",3122,1 
"32569","18880","Crestview-Fort Walton Beach-Destin, FL","Mary Esther, FL",11235,1 
"32570","37860","Pensacola-Ferry Pass-Brent, FL","Milton, FL",28817,1 
"32571","37860","Pensacola-Ferry Pass-Brent, FL","Pace, FL",28881,1 
"32577","37860","Pensacola-Ferry Pass-Brent, FL","Molino, FL",4625,1 
"32578","18880","Crestview-Fort Walton Beach-Destin, FL","Niceville, FL",30108,1 
"32579","18880","Crestview-Fort Walton Beach-Destin, FL","Lake Lorraine, FL",9997,1 
"32580","18880","Crestview-Fort Walton Beach-Destin, FL","Valparaiso, FL",3662,1 
"32583","37860","Pensacola-Ferry Pass-Brent, FL","East Milton, FL",25586,1 
"32601","23540","Gainesville, FL","Gainesville, FL",18585,1 
"32603","23540","Gainesville, FL","Gainesville, FL",6741,1 
"32605","23540","Gainesville, FL","Gainesville, FL",22925,1 
"32606","23540","Gainesville, FL","Gainesville, FL",21833,1 
"32607","23540","Gainesville, FL","Gainesville, FL",29750,1 
"32608","23540","Gainesville, FL","Gainesville, FL",45842,1 
"32609","23540","Gainesville, FL","Gainesville, FL",18756,1 
"32612","23540","Gainesville, FL","Gainesville, FL",5458,1 
"32615","23540","Gainesville, FL","Alachua, FL",14295,1 
"32616","23540","Gainesville, FL","Alachua, FL",872,1 
"32617","36100","Ocala, FL","Anthony, FL",4109,1 
"32618"," "," ","Archer, FL",1848,0.239 
"32618","23540","Gainesville, FL","Archer, FL",5884,0.761 
"32619","23540","Gainesville, FL","Bell, FL",4730,1 
"32621"," "," ","Bronson, FL",5584,1 
"32622"," "," ","Brooker, FL",987,0.763 
"32622","23540","Gainesville, FL","Brooker, FL",307,0.237 
"32625"," "," ","Cedar Key, FL",1838,1 
"32626"," "," ","Chiefland, FL",8133,1 
"32628"," "," ","Cross City, FL (PO Boxes)",4850,1 
"32631","23540","Gainesville, FL","Earleton, FL",291,1 
"32639"," "," ","Gulf Hammock, FL (PO Boxes)",397,1 
"32640","23540","Gainesville, FL","Hawthorne, FL",4900,0.466 
"32640","37260","Palatka, FL","Hawthorne, FL",5610,0.534 
"32641","23540","Gainesville, FL","Gainesville, FL",14291,1 
"32643","23540","Gainesville, FL","High Springs, FL",9607,0.878 
"32643","29380","Lake City, FL","High Springs, FL",1329,0.122 
"32648"," "," ","Horseshoe Beach, FL",437,1 
"32653","23540","Gainesville, FL","Gainesville, FL",12844,1 
"32656"," "," ","Keystone Heights, FL",1314,0.094 
"32656","27260","Jacksonville, FL","Keystone Heights, FL",12700,0.906 
"32658","23540","Gainesville, FL","La Crosse, FL",308,1 
"32664","36100","Ocala, FL","McIntosh, FL",510,1 
"32666"," "," ","Melrose, FL",1071,0.181 
"32666","23540","Gainesville, FL","Melrose, FL",761,0.129 
"32666","27260","Jacksonville, FL","Melrose, FL",1249,0.211 
"32666","37260","Palatka, FL","Melrose, FL",2835,0.479 
"32667","23540","Gainesville, FL","Micanopy, FL",2140,0.564 
"32667","36100","Ocala, FL","Micanopy, FL",1654,0.436 
"32668"," "," ","Morriston, FL",4266,0.839 
"32668","36100","Ocala, FL","Morriston, FL",816,0.161 
"32669"," "," ","Newberry, FL",74,0.006 
"32669","23540","Gainesville, FL","Newberry, FL",11549,0.994 
"32680"," "," ","Old Town, FL",10223,1 
"32681","36100","Ocala, FL","Orange Lake, FL (PO Boxes)",136,1 
"32683"," "," ","Otter Creek, FL",151,1 
"32686","36100","Ocala, FL","Reddick, FL",5003,1 
"32692"," "," ","Suwannee, FL (PO Boxes)",295,1 
"32693"," "," ","Trenton, FL",3746,0.308 
"32693","23540","Gainesville, FL","Trenton, FL",8408,0.692 
"32694","23540","Gainesville, FL","Waldo, FL",2142,1 
"32696"," "," ","Williston, FL",11019,0.913 
"32696","36100","Ocala, FL","Williston, FL",1052,0.087 
"32697"," "," ","Worthington Springs, FL (PO Boxes)",253,1 
"32701","36740","Orlando-Kissimmee-Sanford, FL","Altamonte Springs, FL",21577,1 
"32702","36100","Ocala, FL","Altoona, FL",274,0.101 
"32702","36740","Orlando-Kissimmee-Sanford, FL","Altoona, FL",2431,0.899 
"32703","36740","Orlando-Kissimmee-Sanford, FL","Apopka, FL",46207,1 
"32707","36740","Orlando-Kissimmee-Sanford, FL","Casselberry, FL",35335,1 
"32708","36740","Orlando-Kissimmee-Sanford, FL","Winter Springs, FL",42012,1 
"32709","36740","Orlando-Kissimmee-Sanford, FL","Christmas, FL",2566,1 
"32712","36740","Orlando-Kissimmee-Sanford, FL","Apopka, FL",41769,1 
"32713","19660","Deltona-Daytona Beach-Ormond Beach, FL","DeBary, FL",19491,1 
"32714","36740","Orlando-Kissimmee-Sanford, FL","Altamonte Springs, FL",34862,1 
"32720","19660","Deltona-Daytona Beach-Ormond Beach, FL","Deland, FL",27218,0.916 
"32720","36740","Orlando-Kissimmee-Sanford, FL","Deland, FL",2482,0.084 
"32724","19660","Deltona-Daytona Beach-Ormond Beach, FL","DeLand, FL",31826,1 
"32725","19660","Deltona-Daytona Beach-Ormond Beach, FL","Deltona, FL",44905,1 
"32726","36740","Orlando-Kissimmee-Sanford, FL","Eustis, FL",20029,1 
"32730","36740","Orlando-Kissimmee-Sanford, FL","Fern Park, FL",5354,1 
"32732","36740","Orlando-Kissimmee-Sanford, FL","Geneva, FL",5589,1 
"32735","36740","Orlando-Kissimmee-Sanford, FL","Grand Island, FL",3903,1 
"32736","36740","Orlando-Kissimmee-Sanford, FL","Eustis, FL",9736,1 
"32738","19660","Deltona-Daytona Beach-Ormond Beach, FL","Deltona, FL",43830,1 
"32744","19660","Deltona-Daytona Beach-Ormond Beach, FL","Lake Helen, FL",3588,1 
"32746","36740","Orlando-Kissimmee-Sanford, FL","Lake Mary, FL",40571,1 
"32750","36740","Orlando-Kissimmee-Sanford, FL","Longwood, FL",22713,1 
"32751","36740","Orlando-Kissimmee-Sanford, FL","Maitland, FL",19928,1 
"32754","19660","Deltona-Daytona Beach-Ormond Beach, FL","Mims, FL",598,0.053 
"32754","37340","Palm Bay-Melbourne-Titusville, FL","Mims, FL",10715,0.947 
"32757","36740","Orlando-Kissimmee-Sanford, FL","Mount Dora, FL",23746,1 
"32759","19660","Deltona-Daytona Beach-Ormond Beach, FL","Oak Hill, FL",2871,1 
"32763","19660","Deltona-Daytona Beach-Ormond Beach, FL","Orange City, FL",21263,1 
"32764","19660","Deltona-Daytona Beach-Ormond Beach, FL","Osteen, FL",3120,1 
"32765","36740","Orlando-Kissimmee-Sanford, FL","Oviedo, FL",56349,1 
"32766","36740","Orlando-Kissimmee-Sanford, FL","Oviedo, FL",15698,1 
"32767","36740","Orlando-Kissimmee-Sanford, FL","Lake Kathryn, FL",2622,1 
"32771","36740","Orlando-Kissimmee-Sanford, FL","Sanford, FL",49481,1 
"32773","36740","Orlando-Kissimmee-Sanford, FL","Sanford, FL",28787,1 
"32776","36740","Orlando-Kissimmee-Sanford, FL","Sorrento, FL",10262,1 
"32778","36740","Orlando-Kissimmee-Sanford, FL","Tavares, FL",18617,1 
"32779","36740","Orlando-Kissimmee-Sanford, FL","Wekiwa Springs, FL",27556,1 
"32780","37340","Palm Bay-Melbourne-Titusville, FL","Titusville, FL",34628,1 
"32784","36100","Ocala, FL","Umatilla, FL",3363,0.294 
"32784","36740","Orlando-Kissimmee-Sanford, FL","Umatilla, FL",8069,0.706 
"32789","36740","Orlando-Kissimmee-Sanford, FL","Winter Park, FL",24557,1 
"32792","36740","Orlando-Kissimmee-Sanford, FL","Winter Park, FL",46914,1 
"32796","37340","Palm Bay-Melbourne-Titusville, FL","Titusville, FL",20139,1 
"32798","36740","Orlando-Kissimmee-Sanford, FL","Zellwood, FL",2550,1 
"32801","36740","Orlando-Kissimmee-Sanford, FL","Orlando, FL",12050,1 
"32803","36740","Orlando-Kissimmee-Sanford, FL","Orlando, FL",19020,1 
"32804","36740","Orlando-Kissimmee-Sanford, FL","Orlando, FL",17312,1 
"32805","36740","Orlando-Kissimmee-Sanford, FL","Orlando, FL",21810,1 
"32806","36740","Orlando-Kissimmee-Sanford, FL","Orlando, FL",24820,1 
"32807","36740","Orlando-Kissimmee-Sanford, FL","Orlando, FL",31465,1 
"32808","36740","Orlando-Kissimmee-Sanford, FL","Pine Hills, FL",46334,1 
"32809","36740","Orlando-Kissimmee-Sanford, FL","Pine Castle, FL",26773,1 
"32810","36740","Orlando-Kissimmee-Sanford, FL","Lockhart, FL",32210,1 
"32811","36740","Orlando-Kissimmee-Sanford, FL","Orlando, FL",35825,1 
"32812","36740","Orlando-Kissimmee-Sanford, FL","Orlando, FL",32844,1 
"32814","36740","Orlando-Kissimmee-Sanford, FL","Orlando, FL",6151,1 
"32817","36740","Orlando-Kissimmee-Sanford, FL","Orlando, FL",35105,1 
"32818","36740","Orlando-Kissimmee-Sanford, FL","Pine Hills, FL",43911,1 
"32819","36740","Orlando-Kissimmee-Sanford, FL","Orlando, FL",24976,1 
"32820","36740","Orlando-Kissimmee-Sanford, FL","Bithlo, FL",7974,1 
"32821","36740","Orlando-Kissimmee-Sanford, FL","Orlando, FL",21423,1 
"32822","36740","Orlando-Kissimmee-Sanford, FL","Orlando, FL",53029,1 
"32824","36740","Orlando-Kissimmee-Sanford, FL","Meadow Woods, FL",37401,1 
"32825","36740","Orlando-Kissimmee-Sanford, FL","Orlando, FL",53024,1 
"32826","36740","Orlando-Kissimmee-Sanford, FL","University, FL",29347,1 
"32827","36740","Orlando-Kissimmee-Sanford, FL","Orlando, FL",6362,1 
"32828","36740","Orlando-Kissimmee-Sanford, FL","Alafaya, FL",57881,1 
"32829","36740","Orlando-Kissimmee-Sanford, FL","Orlando, FL",17822,1 
"32830","36740","Orlando-Kissimmee-Sanford, FL","Orlando, FL",26,1 
"32831","36740","Orlando-Kissimmee-Sanford, FL","Orlando, FL",2542,1 
"32832","36740","Orlando-Kissimmee-Sanford, FL","Orlando, FL",13787,1 
"32833","36740","Orlando-Kissimmee-Sanford, FL","Wedgefield, FL",9241,1 
"32835","36740","Orlando-Kissimmee-Sanford, FL","Orlando, FL",39633,1 
"32836","36740","Orlando-Kissimmee-Sanford, FL","Orlando, FL",16647,1 
"32837","36740","Orlando-Kissimmee-Sanford, FL","Orlando, FL",51219,1 
"32839","36740","Orlando-Kissimmee-Sanford, FL","Orlando, FL",50279,1 
"32901","37340","Palm Bay-Melbourne-Titusville, FL","Melbourne, FL",24521,1 
"32903","37340","Palm Bay-Melbourne-Titusville, FL","Indialantic, FL",12869,1 
"32904","37340","Palm Bay-Melbourne-Titusville, FL","West Melbourne, FL",26710,1 
"32905","37340","Palm Bay-Melbourne-Titusville, FL","Palm Bay, FL",22084,1 
"32907","37340","Palm Bay-Melbourne-Titusville, FL","Palm Bay, FL",41870,1 
"32908","37340","Palm Bay-Melbourne-Titusville, FL","Palm Bay, FL",10892,1 
"32909","37340","Palm Bay-Melbourne-Titusville, FL","Palm Bay, FL",30120,1 
"32920","37340","Palm Bay-Melbourne-Titusville, FL","Cape Canaveral, FL",9848,1 
"32922","37340","Palm Bay-Melbourne-Titusville, FL","Cocoa, FL",14916,1 
"32925","37340","Palm Bay-Melbourne-Titusville, FL","Patrick AFB, FL",1222,1 
"32926","37340","Palm Bay-Melbourne-Titusville, FL","Cocoa, FL",22752,1 
"32927","37340","Palm Bay-Melbourne-Titusville, FL","Cocoa, FL",28092,1 
"32931","37340","Palm Bay-Melbourne-Titusville, FL","Cocoa Beach, FL",13567,1 
"32934","37340","Palm Bay-Melbourne-Titusville, FL","Melbourne, FL",17338,1 
"32935","37340","Palm Bay-Melbourne-Titusville, FL","Melbourne, FL",39082,1 
"32937","37340","Palm Bay-Melbourne-Titusville, FL","Satellite Beach, FL",24969,1 
"32940","37340","Palm Bay-Melbourne-Titusville, FL","Melbourne, FL",31999,1 
"32948","37340","Palm Bay-Melbourne-Titusville, FL","Fellsmere, FL",52,0.008 
"32948","42680","Sebastian-Vero Beach, FL","Fellsmere, FL",6721,0.992 
"32949","37340","Palm Bay-Melbourne-Titusville, FL","Grant-Valkaria, FL",2248,1 
"32950","37340","Palm Bay-Melbourne-Titusville, FL","Malabar, FL",3982,1 
"32951","37340","Palm Bay-Melbourne-Titusville, FL","Melbourne Beach, FL",10673,1 
"32952","37340","Palm Bay-Melbourne-Titusville, FL","Merritt Island, FL",19881,1 
"32953","37340","Palm Bay-Melbourne-Titusville, FL","Merritt Island, FL",22754,1 
"32955","37340","Palm Bay-Melbourne-Titusville, FL","Rockledge, FL",36374,1 
